        Frequency / MHz                Port 1 [1] (11)/abs,linear
                   275.3                       234.64457
                  275.56                       232.20968
                  275.82                       229.82061
                  276.08                       227.48868
                  276.34                        225.2245
                   276.6                       223.03789
                  276.86                       220.93788
                  277.12                       218.93277
                  277.38                       217.03007
                  277.64                       215.23663
                   277.9                       213.55852
                  278.16                        212.0011
                  278.42                       210.56898
                  278.68                       209.26603
                  278.94                       208.09545
                   279.2                       207.05986
                  279.46                        206.1613
                  279.72                       205.40135
                  279.98                       204.78113
                  280.24                       204.30133
                   280.5                       203.96233
                  280.76                       203.76423
                  281.02                       203.70701
                  281.28                        203.7906
                  281.54                       204.01498
                   281.8                       204.38017
                  282.06                       204.88629
                  282.32                       205.53358
                  282.58                       206.32241
                  282.84                       207.25331
                   283.1                         208.327
                  283.36                       209.54437
                  283.62                       210.90638
                  283.88                       212.41398
                  284.14                       214.06801
                   284.4                        215.8691
                  284.66                        217.8176
                  284.92                        219.9135
                  285.18                       222.15631
                  285.44                       224.54495
                   285.7                       227.07752
                  285.96                       229.75123
                  286.22                       232.56216
                  286.48                       235.50521
                  286.74                       238.57403
                     287                       241.76085
                  287.26                       245.05643
                  287.52                       248.44989
                  287.78                       251.92863
                  288.04                       255.47823
                   288.3                       259.08251
                  288.56                       262.72356
                  288.82                       266.38192
                  289.08                       270.03666
                  289.34                       273.66556
                   289.6                       277.24534
                  289.86                       280.75193
                  290.12                       284.16094
                  290.38                       287.44806
                  290.64                       290.58964
                   290.9                       293.56321
                  291.16                       296.34791
                  291.42                       298.92493
                  291.68                       301.27788
                  291.94                        303.3932
                   292.2                       305.26042
                  292.46                       306.87241
                  292.72                       308.22541
                  292.98                        309.3189
                  293.24                       310.15533
                   293.5                       310.73977
                  293.76                        311.0795
                  294.02                       311.18364
                  294.28                       311.06268
                  294.54                       310.72807
                   294.8                        310.1917
                  295.06                       309.46543
                  295.32                       308.56069
                  295.58                       307.48819
                  295.84                       306.25777
                   296.1                       304.87837
                  296.36                       303.35809
                  296.62                       301.70424
                  296.88                       299.92342
                  297.14                       298.02171
                   297.4                       296.00488
                  297.66                       293.87875
                  297.92                       291.64951
                  298.18                       289.32413
                  298.44                       286.91059
                   298.7                       284.41806
                  298.96                       281.85702
                  299.22                       279.23934
                  299.48                       276.57831
                  299.74                       273.88866
                     300                       271.18651

