        Frequency / MHz                Port 1 [1] (13)/arg,degrees
                   296.1                      -38.616915
                  296.36                      -39.143257
                  296.62                      -39.678285
                  296.88                      -40.220692
                  297.14                      -40.772386
                   297.4                      -41.338038
                  297.66                       -41.92402
                  297.92                      -42.536876
                  298.18                      -43.181581
                  298.44                      -43.859956
                   298.7                      -44.569568
                  298.96                      -45.303421
                  299.22                      -46.050516
                  299.48                      -46.797196
                  299.74                      -47.529005
                     300                      -48.232668

