        Frequency / MHz                S1,1/arg,degrees
                  257.88                      -47.918718
               258.14001                      -49.105531
               258.39999                      -50.303492
                  258.66                      -51.504075
               258.92001                      -52.697666
               259.17999                       -53.87661
                  259.44                      -55.035445
               259.70001                      -56.172207
               259.95999                        -57.2893
                  260.22                      -58.392404
               260.48001                      -59.490697
               260.73999                      -60.595113
                     261                      -61.716793
               261.26001                      -62.864922
               261.51999                      -64.045832
                  261.78                      -65.260404
               262.04001                      -66.504701
               262.29999                      -67.769324
                  262.56                      -69.040067
               262.82001                      -70.298352
               263.07999                      -71.523632
                  263.34                      -72.695146
               263.60001                      -73.793006
               263.85999                      -74.802343
                  264.12                      -75.712232
                  264.38                      -76.519616
               264.64001                      -77.228645
               264.89999                      -77.849808
                  265.16                      -78.398847
               265.42001                      -78.893462
               265.67999                       -79.34939
                  265.94                      -79.777562
               266.20001                      -80.179505
               266.45999                      -80.546477
                  266.72                      -80.857496
               266.98001                      -81.080433
               267.23999                      -81.174854
                   267.5                       -81.09464
               267.76001                      -80.793893
               268.01999                       -80.23349
                  268.28                      -79.389606
               268.54001                      -78.259183
               268.79999                      -76.865825
                  269.06                      -75.257834
               269.32001                      -73.500564
               269.57999                       -71.65958
                  269.84                       -69.78035
               270.10001                      -67.867896
               270.35999                      -65.869328
                  270.62                      -63.659628
                  270.88                      -61.026998
               271.14001                      -57.656927
               271.39999                      -53.117091
                  271.66                       -46.87288
               271.92001                      -38.412406
               272.17999                      -27.613821
                  272.44                      -15.275222
               272.70001                      -3.0956284
               272.95999                       7.3543419
                  273.22                       15.492758
               273.48001                       21.549441
               273.73999                       26.032558
                     274                       29.419677
               274.26001                       32.066074
               274.51999                         34.2042
                  274.78                       35.966388
               275.04001                       37.411983
               275.29999                       38.552022
                  275.56                       39.373505
               275.82001                       39.858065
               276.07999                       39.995651
                  276.34                       39.792494
               276.60001                       39.272635
               276.85999                       38.476179
                  277.12                       37.456791
                  277.38                       36.276533
               277.64001                       35.003493
               277.89999                       33.708818
                  278.16                       32.465067
               278.42001                       31.343604
               278.67999                       30.413824
                  278.94                       29.740315
               279.20001                       29.380121
               279.45999                       29.378043
                  279.72                       29.762936
               279.98001                       30.541032
               280.23999                        31.69222
                   280.5                       33.167978
               280.76001                       34.892573
               281.01999                       36.771038
                  281.28                       38.698026
               281.54001                       40.571028
               281.79999                       42.299451
                  282.06                       43.811487
               282.32001                       45.055893
               282.57999                       46.001082
                  282.84                       46.632192
               283.10001                       46.948349
               283.35999                       46.959603
                  283.62                       46.684647
                  283.88                       46.148833
               284.14001                       45.383196
               284.39999                       44.422709
                  284.66                        43.30529
               284.92001                       42.070171
               285.17999                       40.756808
                  285.44                       39.403559
               285.70001                       38.045606
               285.95999                       36.714104
                  286.22                       35.433849
               286.48001                        34.22212
               286.73999                       33.087655
                     287                       32.029685
               287.26001                       31.038489
               287.51999                       30.097343
                  287.78                       29.183848
               288.04001                       28.274611
               288.29999                       27.347563
                  288.56                       26.385325
               288.82001                       25.378063
               289.07999                        24.32381
                  289.34                       23.229559
               289.60001                       22.108972
               289.85999                       20.981281
                  290.12                       19.868561
                  290.38                       18.792997
               290.64001                       17.774151
               290.89999                       16.826558
                  291.16                       15.957538
               291.42001                       15.166003
               291.67999                       14.442221
                  291.94                       13.769365
